Gene	Category	DAN
ABHD10	Other	-0.054869855869707
ABHD11	Other	-0.364519084394851
ABHD12	Other	0.0206695269777536
ABHD12B	Other	-0.0711532691794679
ABHD13	Other	-0.264431504167289
ABHD14A	Other	0.0575163149421079
ABHD14B	Other	0.0971162865910239
ABHD15	Other	-0.0624842326892914
ABHD16A	Other	-0.0707766977364568
ABHD16B	Other	0.0788640529461167
ABHD17A	Other	-0.320434157701409
ABHD17B	Other	0.142805508103993
ABHD17C	Other	0.194100101055874
ABHD2	Other	-0.0751508158182481
ABHD3	Other	0.0270486995041549
ABHD4	Other	0.0805344325203962
ABHD5	Other	0.115494385335408
ABHD6	Other	0.125599578364252
ABHD8	Other	-0.0114246715350787
ABI1	Other	-0.483583623120889
ABI2	Other	0.173244142429008
ABI3	Other	-0.0138797835825458
ABI3BP	Other	0.183837838364777
ABL1	Other	0.071529366081951
ABL2	Other	0.276240706058933
ABLIM1	Other	0.0331687186630413
ABLIM2	Other	0.163200407967005
ABLIM3	Other	0.175649810994881
ABR	Other	0.106796909687191
ABRA	Other	0.121041755226312
ABRACL	Other	0.227992249636852
ABT1	Other	-0.480803091067078
ABTB1	Other	0.154207985363934
ABTB2	Other	0.197721965510621
ACAA1	Other	0.207833832407252
ACAA2	Other	0.0226110671555823
ACACA	Other	-0.10710013249887
ACACB	Other	0.02896360552847
ACAD10	Other	0.165659452627731
ACAD11	Other	-0.0333946052447167
ACAD8	Other	0.255975034798804
ACAD9	Other	-0.105730812848486
ACADL	Other	0.194892104522502
ACADM	Other	0.0306919776890386
ACADS	Other	0.108214124159833
ACADSB	Other	-0.0750614731423086
ACADVL	Other	0.121701933996057
ACAN	Other	0.0665859346223697
ACAP1	Other	-0.101557741448966
ACAP2	Other	0.00828588530944753
ACAP3	Other	0.144484198519538
ACAT1	Other	0.321122822746918
ACAT2	Other	0.366313187034227
ACBD3	Other	0.0354238344814255
ACBD4	Other	-0.0591131574661664
ACBD5	Other	-0.0427971440915866
ACBD6	Other	0.253129330280188
ACBD7	Other	0.0742808525444441
ACCS	Other	0.254549250038849
ACCSL	Nonessential	0.0870171393394826
ACD	Other	0.0283186354037637
ACE	Other	-0.216449485926625
ACE2	Other	0.0815954677048328
ACER1	Other	0.1139832176449
ACER2	Other	0.179099815648741
ACER3	Other	0.18826241981859
ACHE	Other	-0.166611049050873
ACIN1	Other	-0.551067866879957
ACKR1	Other	0.103183288412774
ACKR2	Other	0.192587756312454
ACKR3	Other	0.215028221941533
ACKR4	Other	-0.164935095326417
ACLY	Other	0.185492195105452
ACMSD	Other	0.204183620729909
ACN9	Other	0.119536306530736
ACO1	Other	0.179104732253993
ACO2	Other	-0.173643816216262
ACOT1	Other	0.200685851292845
ACOT11	Other	0.0679257431738408
ACOT12	Other	-0.428333716619402
ACOT13	Other	0.151804102556522
ACOT2	Other	0.126823694459928
ACOT4	Other	-0.0527138462594556
ACOT6	Other	-0.113948305972334
ACOT7	Other	0.209007622846572
ACOT8	Other	0.083614355358335
ACOT9	Other	0.194318445306557
ACOX1	Other	-0.133777346097866
ACOX2	Other	-0.0391388395799803
ACOX3	Other	-0.00128800532265382
ACOXL	Other	-0.0957962906916207
ACP1	Other	0.424097547632134
ACP2	Other	0.110601120978637
ACP5	Other	0.157928098714387
ACP6	Other	-0.0186992861551337
ACPP	Other	0.113493616588637
ACPT	Other	0.182248508280433
ACR	Other	0.17288105370083
ACRBP	Other	0.13379857630455
ACRC	Other	0.0407289325568192
ACRV1	Other	0.185069220538366
ACSBG1	Other	0.0829615499265951
ACSBG2	Other	-0.0463301602167145
ACSF2	Other	-0.0778681801697192
ACSF3	Other	0.143201023209569
ACSL1	Other	0.209879811428676
ACSL3	Other	-0.285626126515214
ACSL4	Other	-0.0434044529658625
ACSL5	Other	0.319299549386084
ACSL6	Other	-0.056996214796713
ACSM1	Other	-0.0176196369267402
ACSM2A	Other	-0.194823303945368
ACSM2B	Other	0.0812201393397313
ACSM3	Other	-0.0530990136494036
ACSM4	Other	0.151074672834357
ACSM5	Other	-0.0612484416179963
ACSM6	Other	0.113776383115717
ACSS1	Other	0.232044100017016
ACSS2	Other	0.329941215705924
ACSS3	Other	0.190024475899645
ACTA1	Other	0.0223642245282361
ACTA2	Other	-0.0815219391131407
ACTB	Other	-1.05571731776888
ACTBL2	Other	0.160170918091733
ACTC1	Other	0.0356267133473876
ACTG1	Other	-0.199762129582433
ACTG2	Other	0.144154613721915
ACTL10	Other	0.166625908850526
ACTL6A	Other	-1.05211510112944
ACTL6B	Other	0.0964480808478413
ACTL7A	Nonessential	-0.0540477591843686
ACTL7B	Nonessential	0.0515408991142841
ACTL8	Other	0.0656441137312949
ACTL9	Nonessential	0.177296294139723
ACTN1	Other	0.14373115345809
ACTN2	Other	0.0688248641851152
ACTN4	Other	-0.022979896712733
ACTR10	Other	-0.540606552427443
ACTR1A	Other	-0.0809735322697696
ACTR1B	Other	-0.105555429731405
ACTR2	Other	-1.31636046160223
ACTR3	Other	-0.542292455411454
ACTR3B	Other	0.177167705780459
ACTR3C	Other	-0.0944095743547849
ACTR5	Other	-0.88567810146228
ACTR6	Other	-0.805013424611701
ACTR8	Other	-1.01099093146903
ACTRT1	Nonessential	0.0567913080506866
ACTRT2	Other	0.222545835949218
ACTRT3	Other	0.145357544373736
ACVR1	Other	0.11371437080732
ACVR1B	Other	0.05036544481338
ACVR1C	Other	0.0741068771724795
ACVR2A	Other	0.121825418937594
ACVR2B	Other	0.356032758130403
ACVRL1	Other	0.168426831597062
ACY1	Other	0.099268550055519
ACY3	Other	0.23319087103045
ACYP1	Other	-0.0787775937859033
ACYP2	Other	0.196889368642401
ADA	Other	0.224919972830231
ADAD1	Nonessential	-0.0194024467956932
ADAD2	Other	0.162323440707178
ADAL	Other	-0.137009309901614
ADAM10	Other	0.0665319228543812
ADAM11	Other	-0.195872296779622
ADAM12	Other	0.192895401319068
ADAM15	Other	-0.0373462894538698
ADAM17	Other	0.207071750332986
ADAM18	Nonessential	-0.155328919716663
ADAM19	Other	0.268525885416558
ADAM2	Nonessential	-0.28789663814308
ADAM20	Nonessential	0.13772454775002
ADAM21	Other	0.0399545509944472
ADAM22	Other	0.0986803201397751
ADAM23	Other	-0.0208837788906465
ADAM28	Other	0.222991812678566
ADAM29	Other	0.347711710456355
ADAM30	Nonessential	-0.14056760321818
ADAM32	Other	0.0645049240574064
ADAM33	Other	-0.105730109785435
ADAM7	Other	0.0529792904224601
ADAM8	Other	0.267062604411488
ADAM9	Other	0.165997237400476
ADAMDEC1	Other	0.226367360752498
ADAMTS1	Other	0.0128325902264963
ADAMTS10	Other	-0.0970135224959669
ADAMTS12	Other	0.199473501793388
ADAMTS13	Other	0.103945590587706
ADAMTS14	Other	0.140937556881936
ADAMTS15	Other	0.149365340071928
ADAMTS16	Other	0.0875293986505568
ADAMTS17	Other	0.213716895662116
ADAMTS18	Other	0.31203481287539
ADAMTS19	Other	0.240624954202588
ADAMTS2	Other	0.019717482346491
ADAMTS20	Other	0.153526473606169
ADAMTS3	Other	0.00444695937451095
ADAMTS4	Other	0.252994327363283
ADAMTS5	Other	0.198755067039738
ADAMTS6	Other	0.173125229506206
ADAMTS7	Other	-0.262633130872028
ADAMTS8	Other	0.104204405077858
ADAMTS9	Other	0.239619734423485
ADAMTSL1	Other	0.115602983280585
ADAMTSL2	Other	0.035675043626347
ADAMTSL3	Other	0.267242761860024
ADAMTSL4	Other	0.0592818592450036
ADAMTSL5	Other	-0.0897506933048603
ADAP1	Other	0.0229398598724214
ADAP2	Other	-0.164738524907685
ADAR	Other	-0.615216728077788
ADARB1	Other	0.0805577784401112
ADARB2	Other	0.161320840423812
ADAT1	Other	-0.0409027436752482
ADAT2	Other	-0.824907144509615
ADAT3	Other	-0.385674353900897
ADCK1	Other	0.0460105760612255
ADCK2	Other	0.146478062226801
ADCK3	Other	0.126225951068159
ADCK4	Other	-0.0271059510675204
ADCK5	Other	0.0892541793027881
ADCY1	Other	0.188831043918375
ADCY10	Other	0.190886924365909
ADCY2	Other	0.124547470393018
ADCY3	Other	-0.40152026515525
ADCY4	Other	-0.0286297925985043
ADCY5	Other	0.176084639869584
ADCY6	Other	0.0654177394080875
ADCY7	Other	-0.00312715054161657
ADCY8	Other	0.151422078109138
ADCY9	Other	-0.0217433803510221
ADCYAP1	Other	0.213879750117458
ADCYAP1R1	Other	0.181308864617545
ADD1	Other	0.117384094496166
ADD2	Other	-0.135871557557898
ADD3	Other	-0.0435379032859497
ADH1A	Other	0.0263533217743144
ADH1B	Other	0.122307097683032
ADH4	Other	0.0889719853976342
ADH5	Other	-0.0500234669558356
ADH6	Other	0.234932302707831
ADH7	Nonessential	0.0302835803869362
ADHFE1	Other	0.154258881539431
ADI1	Other	0.149914687183832
ADIG	Other	0.10029499422204
ADIPOQ	Other	0.118930296024587
ADIPOR1	Other	0.247749737065036
ADIPOR2	Other	0.296337054855397
ADIRF	Other	0.10136429162055
ADK	Other	-0.219252594665857
ADM	Other	0.116057451848398
ADM2	Other	0.245363625348568
ADM5	Other	0.0296859568576497
ADNP	Other	-0.220983958660109
ADNP2	Other	0.23619227218394
ADO	Other	0.151224448900954
ADORA1	Other	0.0552661281925283
ADORA2A	Other	-0.100375910606032
ADORA2B	Other	0.0775978006244543
ADORA3	Other	0.128820953921906
ADPGK	Other	0.0485692064345865
ADPRH	Other	0.0236004110573212
ADPRHL1	Other	-0.119826901563668
ADPRHL2	Other	0.0443233453227063
ADPRM	Other	0.0334839134384771
ADRA1A	Other	0.337276227013827
ADRA1B	Other	0.134245298289386
ADRA1D	Other	0.144109498439721
ADRA2A	Other	0.0754020748557387
ADRA2B	Other	-0.0413276916889116
ADRA2C	Other	0.168563831748253
ADRB1	Other	0.155975853551942
ADRB2	Other	0.223621609098033
ADRB3	Other	-0.172098732315644
ADRBK1	Other	-0.503790466911219
ADRBK2	Other	0.0416282823250472
ADRM1	Other	-0.327269664823102
ADSL	Other	-0.911549798314611
ADSS	Other	-0.264662602154711
ADSSL1	Other	0.132866776053555
ADTRP	Other	0.0435876302736225
AEBP1	Other	-0.167452109460864
AEBP2	Other	-0.785068753107216
AEN	Other	0.133799358918682
AES	Other	0.0200117982298556
AFAP1	Other	0.232159972234286
AFAP1L1	Other	0.0792729456841657
AFAP1L2	Other	0.0202035642690499
AFF1	Other	0.196081751875962
AFF2	Other	0.268501590294398
AFF3	Other	0.030944712144093
AFF4	Other	-0.0669454304521622
AFG3L2	Other	-0.950577708352146
AFM	Nonessential	0.071707305336151
AFMID	Other	0.0480299324570137
AFP	Other	-0.0289432942031261
AFTPH	Other	0.164216683616675
AGA	Other	0.23109102908571
AGAP1	Other	-0.053610433889507
AGAP2	Other	0.0432817477679798
AGAP3	Other	0.23446459422661
AGAP4	Other	-1.23765665574246
AGAP5	Other	-0.304600780429275
AGAP6	Other	-0.568691885153146
AGAP7P	Other	-0.786422555013473
AGAP9	Other	-0.64895797726352
AGBL2	Other	-0.0854166999990165
AGBL3	Other	0.0187916459598104
AGBL4	Other	-0.078226890529407
AGBL5	Other	-0.161485450499823
AGER	Other	0.175542865795412
AGFG1	Other	0.0373664585772794
AGFG2	Other	0.0058975436668707
AGGF1	Other	-0.0145980364916129
AGK	Other	0.195361814611078
AGL	Other	-0.0612270050222415
AGMAT	Other	0.269367841343589
AGMO	Other	0.226232317591064
AGO1	Other	-0.0805908387694187
AGO2	Other	-0.357362336785121
AGPAT1	Other	0.131916561826846
AGPAT2	Other	0.141359394457716
AGPAT3	Other	0.139855585380725
AGPAT4	Other	0.119332222878212
AGPAT5	Other	0.123169664166245
AGPAT6	Other	0.145836759646868
AGPAT9	Other	0.152079126687409
AGPS	Other	0.153938237323765
AGR2	Other	-0.055930308667309
AGR3	Other	0.146573014672359
AGRN	Other	0.115855275584765
AGRP	Other	0.172646855141299
AGT	Other	0.156585843464407
AGTPBP1	Other	0.287602162382503
AGTR1	Other	-0.0505392424433479
AGTR2	Other	0.0716970273091974
AGTRAP	Other	0.173792231206174
AGXT	Other	0.0573058716960043
AGXT2	Other	0.19409098170775
AHCTF1	Other	-0.874949988116043
AHCY	Other	-0.542845532160446
AHCYL1	Other	-0.123577844315898
AHCYL2	Other	-0.0165396913545927
AHDC1	Other	0.234817957830767
AHI1	Other	-0.0362933646128422
AHNAK	Other	-0.0366397120307639
AHNAK2	Other	0.326461771235335
AHR	Other	0.21108752052755
AHRR	Other	0.0759887661405735
AHSA1	Other	0.083612689181831
AHSA2	Other	-0.12624471489539
AHSG	Other	0.11566976370049
AHSP	Other	-0.0383990998265571
AICDA	Nonessential	0.068965525389966
AIDA	Other	-0.0301560303085156
AIF1	Other	-0.200049619758271
AIF1L	Other	-0.0889261415565144
AIFM1	Other	-0.901860890449784
AIFM2	Other	0.033601496449201
AIFM3	Other	-0.11983762225926
AIG1	Other	-0.0477611728016575
AIM1	Other	0.116901232466879
AIM2	Other	0.0959134038396711
AIMP1	Other	0.0676390739677612
AIMP2	Other	-0.16025914307665
AIP	Other	0.176620054782991
AIPL1	Nonessential	-0.0540503071988215
AIRE	Other	0.171228381262491
AJAP1	Other	0.0962054618282939
AJUBA	Other	-0.248576955918403
AK1	Other	0.0670464216622131
AK2	Other	0.133100623152659
AK3	Other	0.0040581173485451
AK4	Other	-0.171395554723395
AK5	Other	-0.0111542264479391
AK7	Other	-0.106463183366967
AK8	Other	0.0927915122319622
AK9	Other	0.0590690566016045
AKAP1	Other	0.207839670754907
AKAP10	Other	0.0031433566311095
AKAP11	Other	0.322656573469299
AKAP12	Other	0.113376927542635
AKAP13	Other	0.258664634363075
AKAP14	Other	0.113917105653809
AKAP17A	Other	0.308680328369901
AKAP2	Other	0.139504353249998
AKAP3	Other	0.165739443952163
AKAP4	Other	0.231898779942536
AKAP5	Other	0.218726945092885
AKAP6	Other	-0.0889839643428989
AKAP7	Other	-0.018234166670998
AKAP8	Other	0.0172572691926119
AKAP8L	Other	-0.0618241889956968
AKAP9	Other	-0.0170446805438811
AKIP1	Other	0.013981436863291
AKIRIN1	Other	0.150507381750608
AKIRIN2	Other	-0.416867055703609
AKNA	Other	0.148315826786226
AKNAD1	Other	-0.0976835460747592
AKR1A1	Other	0.14097933694865
AKR1B1	Other	0.339710741828724
AKR1B10	Other	0.235816782378115
AKR1B15	Other	-0.0289040128468176
AKR1C1	Other	0.139664699638312
AKR1C2	Other	0.227017769823564
AKR1C3	Other	0.145373016233858
AKR1C4	Other	0.0907304951899756
AKR1D1	Other	0.0209945479798706
AKR1E2	Other	0.152007321541739
AKR7A2	Other	0.0540607135325711
AKR7A3	Other	-0.120720245123108
AKT1	Other	0.146010177853362
AKT1S1	Other	0.313497939475021
AKT2	Other	0.0164801789859867
AKT3	Other	0.168035769697364
AKTIP	Other	0.000151161321761198
ALAD	Other	-0.0579845017357695
ALAS1	Other	0.187828095542523
ALAS2	Other	0.289949710683706
ALB	Other	0.0618029652637731
ALCAM	Other	0.0246515283299454
ALDH16A1	Other	0.21715053625829
ALDH18A1	Other	-0.142838996515298
ALDH1A1	Other	-0.426654807115325
ALDH1A2	Other	0.0654635083465492
ALDH1A3	Other	0.197005545603896
ALDH1B1	Other	0.0403928685549178
ALDH1L1	Other	0.14295304177725
ALDH1L2	Other	0.291369083824972
ALDH2	Other	0.0980718714297804
ALDH3A1	Other	0.0210106857153799
ALDH3A2	Other	-0.0644709262594886
ALDH3B2	Other	-0.0272166290740601
ALDH4A1	Other	0.13492533925273
ALDH5A1	Other	0.181533499417429
ALDH6A1	Other	-0.1007932085088
ALDH7A1	Other	0.10926344618596
ALDH8A1	Other	0.106076846154658
ALDH9A1	Other	0.292051726524662
ALDOA	Other	-1.11521580378318
ALDOB	Other	0.16784164206988
ALDOC	Other	-0.094186352294767
ALG1	Other	-0.673954392553349
ALG10	Other	-0.187035030289672
ALG10B	Other	0.076605135669467
ALG11	Other	-1.09551793192491
ALG12	Other	-0.239453089654672
ALG13	Other	-1.17566762345001
ALG14	Other	-0.740405300591116
ALG1L	Other	-0.614119563507559
ALG2	Other	-0.908205357006317
ALG3	Other	0.08742528919793
ALG5	Other	-0.125657476301118
ALG6	Other	-0.395331219991988
ALG8	Other	-0.466390687639354
ALG9	Other	-0.268950462471506
ALK	Other	0.0183042309340996
ALKBH1	Other	-0.0649990895553569
ALKBH2	Other	0.110383424094353
ALKBH3	Other	0.051384779326038
ALKBH4	Other	-0.12873109913389
ALKBH5	Other	0.0266945528604778
ALKBH6	Other	0.174097000773581
ALKBH7	Other	0.00925881442355875
ALKBH8	Other	0.172073089563369
ALLC	Other	0.00556364082885507
ALMS1	Other	0.0365318367225461
ALOX12	Other	0.237758523350026
ALOX12B	Other	0.139606746334337
ALOX15	Other	-0.0414826451361103
ALOX15B	Other	0.193250549723609
ALOX5	Other	0.0907455137831197
ALOX5AP	Other	0.272711935094965
ALOXE3	Other	-0.131030605733199
ALPI	Nonessential	0.199752655881232
ALPK1	Other	-0.0107475593496544
ALPK2	Other	0.255119130170382
ALPK3	Other	0.163065706193984
ALPL	Other	0.195194892842097
ALPP	Other	0.17588888527202
ALPPL2	Nonessential	0.235826190620436
ALS2	Other	0.291293883260687
ALS2CL	Other	0.232335434943405
ALS2CR11	Other	0.0815228151606501
ALS2CR12	Other	0.0904866250074382
ALX1	Other	-0.0687271576087144
ALX3	Nonessential	0.0175543765918288
ALX4	Other	0.0351722296455331
ALYREF	Essential	-0.569536452558081
AMACR	Other	0.267623115079257
AMBN	Other	-0.061266708822531
AMBP	Other	0.0505260565060106
AMBRA1	Other	-0.303472496625342
AMD1	Other	-0.188847951951375
AMDHD1	Other	0.0933254617121926
AMDHD2	Other	0.158207624339895
AMELX	Nonessential	0.20268234113518
AMELY	Other	0.20205968477043
AMER1	Other	0.0515090116402493
AMER2	Other	0.0578421975311309
AMER3	Other	-0.0232458367063115
AMFR	Other	-0.0613216405951812
AMH	Other	0.0910450941411367
AMHR2	Other	0.0621064032382107
AMICA1	Other	0.125763350571892
AMIGO1	Other	0.130494005732589
AMIGO2	Other	0.108372386493324
AMIGO3	Other	0.261294872972273
AMMECR1	Other	0.189465615831233
AMMECR1L	Other	0.0394337034215565
AMN	Other	0.217852740506654
AMN1	Other	-0.0340217749424757
AMOT	Other	0.143726259107342
AMOTL1	Other	-0.00655447917425021
AMOTL2	Other	0.0425919991705392
AMPD1	Other	-0.12833460741497
AMPD2	Other	0.171958834421916
AMPD3	Other	0.173905376194524
AMPH	Other	0.0135272645866856
AMT	Other	0.191047470818083
AMTN	Other	0.129632232336958
AMY1A	Other	-0.277239346053367
AMY1B	Other	-0.277239346053367
AMY1C	Other	-0.277239346053367
AMY2A	Other	-0.179610498363968
AMY2B	Other	-0.265526038144207
AMZ1	Other	0.140065706731581
AMZ2	Other	-0.00153059514680384
ANAPC1	Other	-0.863055171566386
ANAPC10	Other	-0.531213545549136
ANAPC11	Other	-1.01588522501518
ANAPC13	Other	-0.649595608185171
ANAPC15	Other	-0.260657138637971
ANAPC16	Other	-0.131944002720554
ANAPC2	Other	-0.750754930600968
ANAPC4	Other	-0.920800879251958
ANAPC5	Other	-0.59532726906356
ANAPC7	Other	-0.00305026380915293
ANG	Other	-0.264264777360353
ANGEL1	Other	-0.166866999790035
ANGEL2	Other	0.124447099247998
ANGPT1	Other	0.0855823302774552
ANGPT2	Other	-0.0571454550513122
ANGPT4	Other	0.244854579709587
ANGPTL1	Other	0.137416789380985
ANGPTL2	Other	0.207819530242087
ANGPTL3	Other	0.221148078652627
ANGPTL4	Other	0.0300840774714487
ANGPTL5	Other	0.0537327536424695
ANGPTL6	Other	-0.0206862910758495
ANGPTL7	Other	0.154706878657207
ANHX	Other	0.0957969110657446
ANK1	Other	0.255813136635984
ANK2	Other	0.19280013905709
ANK3	Other	0.156904000515594
ANKAR	Other	0.145241061595977
ANKDD1A	Other	-0.0298395522757995
ANKEF1	Other	0.148081168135943
ANKFN1	Other	-0.0132170217232826
ANKFY1	Other	0.202386853692712
ANKH	Other	0.282892252821715
ANKHD1	Other	-0.0580948253741259
ANKHD1-EIF4EBP3	Other	0.0455098550343591
ANKIB1	Other	0.0472615583163486
ANKK1	Other	0.190132917598142
ANKLE1	Other	-0.226419542942686
ANKLE2	Other	-1.31213674193146
ANKMY1	Other	0.0994909457039138
ANKMY2	Other	-0.0567160385197985
ANKRA2	Other	0.00439893708328748
ANKRD1	Other	0.199667753169519
ANKRD10	Other	0.19639350070787
ANKRD11	Other	0.327723727865506
ANKRD12	Other	0.167611600886065
ANKRD13A	Other	0.20622376149261
ANKRD13B	Other	0.145297342540146
ANKRD13C	Other	0.208679490461101
ANKRD13D	Other	0.049286409595093
ANKRD16	Other	0.20875167372352
ANKRD17	Other	-0.372407656402081
ANKRD18A	Other	-0.379373286389264
ANKRD2	Other	0.102385800711523
ANKRD20A1	Other	-1.1817587584402
ANKRD20A2	Other	-1.1817587584402
ANKRD20A3	Other	-1.1817587584402
ANKRD20A4	Other	-1.1817587584402
ANKRD22	Other	-0.139561544331899
ANKRD23	Other	-0.165407622566677
ANKRD24	Other	-0.067665221401531
ANKRD26	Other	0.196222933176924
ANKRD27	Other	0.0510558640906141
ANKRD28	Other	0.0697400211421003
ANKRD29	Other	0.418366372435491
ANKRD30A	Nonessential	-0.25591281804361
ANKRD30B	Other	0.00735420336458381
ANKRD31	Other	-0.129279676513642
ANKRD32	Other	0.0169579216219675
ANKRD33	Other	0.0604113226806571
ANKRD33B	Other	0.262097377709807
ANKRD34A	Other	0.0277466408052178
ANKRD34B	Other	0.0439463408608399
ANKRD34C	Other	0.195047794949722
ANKRD35	Other	0.0679504038780075
ANKRD36	Other	-0.810036221493938
ANKRD37	Other	0.361253290964666
ANKRD39	Other	-0.157224264728985
ANKRD40	Other	-0.197449018501157
ANKRD42	Other	0.178547005529673
ANKRD44	Other	-0.00557366346883689
ANKRD45	Other	0.144486908159822
ANKRD46	Other	0.0453637005721885
ANKRD49	Other	-0.640308270800717
ANKRD50	Other	0.188550580368092
ANKRD52	Other	-0.518323996224893
ANKRD53	Other	0.00477312461416698
ANKRD54	Other	-0.268948076867698
ANKRD55	Other	-0.0239355579787618
ANKRD6	Other	0.12967365421726
ANKRD61	Other	-0.0077070775208637
ANKRD62	Other	0.239049161725189
ANKRD65	Other	0.211803792916402
ANKRD66	Other	0.23699190716119
ANKRD7	Other	-0.161666955792722
ANKRD9	Other	0.349970142119018
ANKS1A	Other	0.404558687491198
ANKS1B	Other	-0.0338419809037452
ANKS3	Other	-0.149465892969714
ANKS4B	Other	-0.000589058755041061
ANKS6	Other	-0.139479780033174
ANKZF1	Other	0.0828607675101254
ANLN	Other	-0.751733617902909
ANO1	Other	0.22748962302251
ANO10	Other	0.256985633805832
ANO2	Other	0.0738249578002229
ANO3	Other	0.204478226226843
ANO4	Other	0.0522129488798075
ANO5	Other	0.0140090641369105
ANO6	Other	0.0475282296209661
ANO7	Other	0.210782934751556
ANO8	Other	0.102270401283044
ANO9	Other	0.324996857064676
ANP32A	Other	-0.163813758659862
ANP32B	Other	-0.242454001831007
ANP32D	Other	0.0580947210085416
ANP32E	Other	0.0424363618798025
ANPEP	Other	0.0808531307010286
ANTXR1	Other	0.0810472191180364
ANTXR2	Other	0.20034996224239
ANTXRL	Nonessential	-0.100510443261106
ANXA1	Other	-0.105372772930177
ANXA10	Other	0.0421003278180745
ANXA11	Other	0.0360360603241978
ANXA13	Other	0.234365022860535
ANXA2	Other	0.127108698258255
ANXA2R	Other	0.0599171618487677
ANXA3	Other	0.134466023288831
ANXA4	Other	0.194584796912963
ANXA5	Other	0.11374932753992
ANXA6	Other	0.123505722099526
ANXA7	Other	-0.175415310138599
ANXA8	Other	0.226941698554977
ANXA8L1	Other	-0.0626585664110002
ANXA9	Other	0.109817669538697
AOAH	Other	0.318767275462961
AOC1	Other	0.141824542788137
AOC2	Other	-0.157972321313921
AOC3	Other	-0.170759344326188
AOX1	Other	0.302934186629124
AP1AR	Other	-0.124099017930239
AP1B1	Other	0.0758968052439057
AP1G1	Other	0.319966017737637
AP1G2	Other	-0.253967248850307
AP1M1	Other	0.00877044021566896
AP1M2	Other	-0.024547003078281
AP1S1	Other	-0.138567842811
AP1S2	Other	0.41714844587947
AP1S3	Other	-0.0514435844399549
AP2A1	Other	0.11121518979383
AP2A2	Other	0.300049232539193
AP2B1	Other	-0.168232655309604
AP2M1	Other	-1.02062036922902
AP2S1	Other	-0.69450588104754
AP3B1	Other	-0.0589499287424283
AP3B2	Other	0.124348378094204
AP3D1	Other	0.164806591817554
AP3M1	Other	-0.180609623675768
AP3M2	Other	-0.0239617504590799
AP3S1	Other	-0.0936687142324312
AP3S2	Other	-0.151447043547517
AP4B1	Other	0.117146643800786
AP4E1	Other	-0.000118324429292826
AP4M1	Other	0.14997083264595
AP4S1	Other	-0.248261686032225
AP5B1	Other	0.0422830233581374
AP5M1	Other	0.0967087789013821
AP5S1	Other	0.0702615229577853
AP5Z1	Other	0.147263070852677
APAF1	Other	0.173508022778107
APBA1	Other	0.143410004191952
APBA2	Other	-0.107370414677519
APBA3	Other	0.318910301476994
APBB1	Other	0.289335439713059
